Tahun,Provinsi,Kabupaten/Kota,Rumah Tangga,Perkantoran,Pasar,Perniagaan,Fasilitas Publik,Kawasan,Lain
2021,Sumatera Barat,Kota Sawahlunto,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,DKI Jakarta,Kota Adm. Jakarta Utara,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Utara,Kota Bitung,54.62,3.55,5.95,10.72,42.81,30.25,10.6
2021,Jawa Tengah,Kota Salatiga,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Selatan,Kab. Soppeng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Nusa Tenggara Barat,Kab. Sumbawa,134.92,7.78,12.97,5.19,72.65,12.97,12.97
2021,Sulawesi Selatan,Kota Palopo,6.7,0.5,13.0,3.9,3.6,3.0,3.0
2021,Aceh,Kota Langsa,10.0,2.2,14.0,12.0,12.08,2.5,0.0
2021,Kalimantan Tengah,Kab. Barito Utara,32.5,5.2,24.0,2.0,1.5,2.0,1.5
2021,Jawa Barat,Kab. Ciamis,281.8,23.0,94.9,97.8,28.8,23.0,23.0
2021,Sulawesi Tengah,Kab. Parigi Moutong,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Papua Pegunungan,Kab. Lanny Jaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kepulauan Bangka Belitung,Kab. Bangka Selatan,25.0,2.0,7.0,5.0,10.0,15.0,16.0
2021,Sulawesi Selatan,Kab. Luwu Timur,46.2,11.2,22.7,11.3,5.9,5.9,16.8
2021,Jawa Timur,Kab. Tuban,136.8,0.7,129.0,70.88,55.95,95.62,15.0
2021,Jawa Tengah,Kab. Pati,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kepulauan Riau,Kota Tanjung Pinang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Maluku,Kab. Buru Selatan,5.11,0.41,2.51,9.92,1.57,0.0,1.05
2021,Sumatera Utara,Kab. Asahan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Tengah,Kota Palangkaraya,69.27,20.36,18.88,13.9,5.85,3.05,16.61
2021,D.I. Yogyakarta,Kab. Kulon Progo,0.43,0.0,0.23,0.0,0.0,0.0,0.0
2021,Jawa Timur,Kab. Kediri,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Selatan,Kab. Pinrang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Nusa Tenggara Timur,Kab. Manggarai Barat,60.0,0.1,5.03,17.6,13.88,0.65,6.81
2021,Jawa Timur,Kab. Magetan,14.94,0.0,12.86,0.0,0.0,0.0,0.0
2021,Jambi,Kab. Bungo,16.7,1.5,67.3,1.5,1.2,2.6,64.6
2021,Sumatera Utara,Kab. Langkat,8.5,5.4,7.6,6.0,3.9,1.9,2.8
2021,Sumatera Utara,Kota Tebing Tinggi,74.66,9.43,21.17,8.81,4.36,3.67,0.39
2021,Jawa Timur,Kab. Pamekasan,240.0,3.0,10.0,6.0,5.0,2.5,6.0
2021,Jawa Tengah,Kab. Tegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Banten,Kota Cilegon,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sumatera Barat,Kab. Lima Puluh Kota,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Bali,Kab. Buleleng,527.27,1.56,6.78,1.36,1.16,0.53,0.39
2021,Jawa Timur,Kab. Banyuwangi,0.07,0.0,0.25,0.05,0.56,0.15,0.01
2021,Jawa Tengah,Kab. Magelang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Timur,Kota Bontang,82.2,5.06,5.91,0.0,3.03,0.0,3.8
2021,Jawa Barat,Kota Bogor,418.73,33.77,87.8,47.28,20.26,27.01,40.52
2021,Papua Barat,Kab. Manokwari,131.7,0.0,19.8,4.4,4.12,0.0,0.0
2021,Sulawesi Selatan,Kab. Bantaeng,31.37,0.92,1.8,2.3,0.09,0.0,3.12
2021,Nusa Tenggara Timur,Kab. Alor,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Utara,Kab. Minahasa Selatan,15.0,0.5,4.0,0.8,0.7,1.0,1.0
2021,Jawa Timur,Kota Madiun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Barat,Kab. Indramayu,242.58,88.21,165.39,110.27,110.26,220.52,165.39
2021,Kalimantan Selatan,Kab. Hulu Sungai Selatan,48.31,0.79,35.02,5.69,4.71,3.6,1.88
2021,Bali,Kab. Jembrana,56.38,2.8,12.4,15.4,7.32,3.1,2.6
2021,Lampung,Kab. Way Kanan,301.74,2.36,10.8,0.84,0.08,0.0,22.62
2021,Nusa Tenggara Barat,Kab. Lombok Timur,90.24,0.15,15.0,3.0,10.73,0.47,21.0
2021,Jawa Tengah,Kab. Sukoharjo,172.54,32.35,50.32,43.13,17.98,28.76,14.38
2021,Kepulauan Bangka Belitung,Kota Pangkal Pinang,47.7,7.3,21.1,8.6,4.3,6.2,4.8
2021,Riau,Kab. Indragiri Hilir,20.0,0.1,14.7,0.1,0.1,0.0,0.0
2021,Jawa Timur,Kota Probolinggo,49.68,0.4,14.2,2.5,0.8,1.8,0.9
2021,D.I. Yogyakarta,Kab. Sleman,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Barat,Kota Bekasi,921.0,47.0,435.0,211.0,69.0,73.0,24.0
2021,Papua Tengah,Kab. Nabire,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Selatan,Kota Banjarmasin,332.48,3.55,76.68,26.49,56.32,10.64,0.3
2021,Jambi,Kab. Merangin,30.0,10.0,30.0,5.0,20.0,5.0,0.0
2021,Sulawesi Utara,Kota Kotamobagu,49.35,6.21,11.9,7.2,6.45,0.0,5.39
2021,Sumatera Selatan,Kota Prabumulih,22585.13,5211.95,2084.78,1737.32,1737.32,694.93,694.93
2021,Kalimantan Selatan,Kab. Tabalong,37.56,6.92,18.78,20.76,6.92,6.92,1.0
2021,Bali,Kab. Gianyar,398.0,4.61,16.15,0.0,7.17,48.96,2.08
2021,Jawa Timur,Kab. Blitar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Selatan,Kab. Sidenreng Rappang,93.06,4.45,7.2,3.49,8.89,2.22,8.68
2021,Jawa Tengah,Kab. Sragen,196.5,77.2,143.6,46.6,10.41,105.38,6.48
2021,Sulawesi Tenggara,Kab. Wakatobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Barat,Kota Singkawang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Barat,Kab. Mamuju,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Tengah,Kab. Gunung Mas,94.78,2.35,8.0,0.0,0.0,0.0,23.93
2021,Papua,Kab. Biak Numfor,27.57,3.73,9.76,3.21,3.58,6.61,0.0
2021,Sulawesi Tengah,Kota Palu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Timur,Kab. Ponorogo,37.5,3.22,16.4,7.29,5.25,15.74,14.6
2021,Sulawesi Selatan,Kab. Barru,45.57,7.6,4.56,2.28,4.56,7.6,3.8
2021,Sumatera Barat,Kab. Solok Selatan,17.39,0.2,2.01,5.21,0.0,0.0,0.0
2021,Kalimantan Timur,Kab. Kutai Kartanegara,61.52,8.61,1.14,5.8,55.34,89.23,0.95
2021,Jawa Tengah,Kab. Demak,65.0,0.0,12.0,0.0,0.0,0.0,0.0
2021,Kalimantan Selatan,Kab. Banjar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Barat,Kota Cirebon,92.53,1.27,8.01,58.0,22.09,13.89,8.68
2021,Sulawesi Selatan,Kab. Bone,190.0,34.1,73.6,29.3,22.7,16.3,11.5
2021,Kepulauan Bangka Belitung,Kab. Belitung,28.0,0.8,6.0,2.5,2.5,2.5,2.7
2021,Aceh,Kab. Aceh Selatan,1.1,0.95,6.0,5.65,5.95,0.4,0.0
2021,Kalimantan Barat,Kab. Sambas,277.38,0.9,37.6,0.0,0.0,0.0,0.0
2021,Sulawesi Utara,Kab. Bolaang Mongondow Utara,40.0,10.0,10.0,5.0,20.0,5.0,10.0
2021,DKI Jakarta,Kota Adm. Jakarta Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Tengah,Kab. Purbalingga,69.55,3.17,8.72,1.55,10.85,1.9,13.26
2021,Lampung,Kota Bandar Lampung,40.9,8.2,17.3,18.1,6.3,5.8,3.4
2021,Sumatera Barat,Kota Solok,32.32,0.51,16.21,0.43,1.24,0.05,1.72
2021,Kalimantan Timur,Kab. Penajam Paser Utara,13.0,2.0,5.0,2.5,2.0,1.5,2.0
2021,Jawa Timur,Kota Kediri,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Utara,Kota Manado,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Tengah,Kota Magelang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Barat,Kab. Sumedang,105.0,0.5,12.0,3.0,0.5,4.0,4.0
2021,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,1.0,0.2,18.0,0.4,0.4,0.9,2.9
2021,Sulawesi Selatan,Kota Parepare,32.75,5.25,15.9,8.75,4.1,7.5,2.0
2021,DKI Jakarta,Kota Adm. Jakarta Pusat,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Tengah,Kab. Pemalang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Barat,Kab. Garut,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Papua Selatan,Kab. Asmat,28.5,3.0,4.4,2.81,1.29,3.62,1.02
2021,Sumatera Barat,Kab. Agam,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Tengah,Kab. Wonosobo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Timur,Kab. Bojonegoro,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Tengah,Kab. Rembang,52.28,3.68,1661.23,0.02,152.0,0.0,11.86
2021,Aceh,Kota Sabang,7.0,3.0,0.5,4.5,0.5,2.0,2.0
2021,Sumatera Utara,Kab. Simalungun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Tengah,Kab. Barito Timur,5.94,0.0,4.5,0.0,1.4,0.5,0.7
2021,Jawa Tengah,Kota Tegal,159.7,0.23,7.5,23.41,10.5,12.51,45.73
2021,Kalimantan Selatan,Kab. Hulu Sungai Utara,23.69,0.63,16.93,2.91,6.43,11.51,5.79
2021,Nusa Tenggara Barat,Kota Mataram,174.23,5.28,34.32,23.76,10.56,7.92,7.92
2021,Jawa Timur,Kab. Nganjuk,181.32,22.95,94.99,8.88,23.3,47.63,64.81
2021,Riau,Kab. Siak,17.4,4.5,7.0,2.0,4.3,2.8,1.0
2021,Sumatera Utara,Kab. Tapanuli Utara,2.0,2.0,0.51,0.5,2.0,1.0,0.0
2021,Papua Barat Daya,Kab. Tambrauw,3.5,1.5,2.0,1.0,1.0,1.0,1.35
2021,Sumatera Barat,Kab. Dharmasraya,0.0,2.29,0.94,0.0,0.1,0.0,11.2
2021,Jawa Tengah,Kab. Jepara,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Tengah,Kab. Kapuas,8.9,0.61,4.95,3.83,1.45,1.57,0.0
2021,Sumatera Selatan,Kab. Lahat,60.0,1.0,5.0,2.0,0.5,0.0,4.0
2021,Sulawesi Tengah,Kab. Donggala,3.0,0.5,2.0,1.5,1.69,1.0,1.0
2021,Kalimantan Selatan,Kab. Kotabaru,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Barat,Kota Bandung,955.53,63.7,159.25,95.55,211.81,79.63,27.08
2021,Jawa Timur,Kab. Lumajang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Timur,Kota Samarinda,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Utara,Kab. Minahasa Tenggara,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Maluku,Kab. Maluku Tengah,12.0,0.2,2.0,0.0,0.0,0.0,0.0
2021,Jawa Timur,Kota Batu,15000.0,10000.0,12000.0,4000.47,762.0,0.0,0.0
2021,Papua,Kota Jayapura,165.15,46.1,23.21,9.61,6.7,2.5,0.0
2021,Sulawesi Selatan,Kab. Bulukumba,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Tengah,Kab. Banyumas,99999.99,16242.0,35733.0,68218.0,19491.0,12994.0,9747.0
2021,Kepulauan Riau,Kab. Karimun,73.3,5.4,18.3,20.1,36.65,29.33,0.27
2021,Kalimantan Barat,Kota Pontianak,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Utara,Kab. Bolaang Mongondow Selatan,25.0,15.0,20.0,15.0,15.0,5.0,5.0
2021,Sumatera Utara,Kota Pematang Siantar,162.0,5.4,22.02,12.0,6.0,12.0,13.6
2021,Kalimantan Selatan,Kab. Tapin,61.02,1.93,6.04,2.19,2.7,2.09,1.38
2021,Banten,Kota Tangerang Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Timur,Kab. Pacitan,13.8,0.0,15.2,0.92,0.81,1.22,1.0
2021,Jawa Barat,Kota Cimahi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Lampung,Kab. Tanggamus,138.6,4.2,76.5,19.4,9.4,4.2,8.5
2021,Sulawesi Selatan,Kab. Pangkajene Kepulauan,84.09,5.14,23.71,19.65,1.18,4.04,0.47
2021,Kalimantan Timur,Kab. Paser,81.43,2.29,10.31,5.73,2.29,2.29,0.0
2021,Jawa Tengah,Kab. Klaten,142.44,0.73,2.62,1.2,13.73,14.0,0.0
2021,Kalimantan Utara,Kab. Tana Tidung,10.82,1.2,0.8,0.0,0.0,0.0,0.0
2021,Kalimantan Barat,Kab. Sanggau,238.7,0.26,0.16,8.03,0.0,0.0,0.0
2021,Jawa Timur,Kota Malang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Barat,Kab. Bandung,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Selatan,Kab. Balangan,26.76,5.16,9.94,6.72,2.78,3.9,1.3
2021,Kepulauan Bangka Belitung,Kab. Bangka,79.79,6.62,17.57,9.92,3.84,5.1,7.65
2021,Sumatera Barat,Kota Padang Panjang,38.13,0.36,6.76,1.52,1.0,0.01,0.63
2021,Riau,Kota Dumai,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Tengah,Kab. Temanggung,265.09,24.68,23.66,43.58,76.51,0.0,46.64
2021,Sulawesi Utara,Kota Tomohon,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sumatera Utara,Kab. Deli Serdang,477.07,67.87,255.5,67.87,100.5,25.95,123.4
2021,Jawa Tengah,Kota Semarang,432.28,35.85,51.95,16.17,30.46,84.28,530.0
2021,Sumatera Selatan,Kota Palembang,808.13,14.41,99.75,149.15,91.44,15.17,2.2
2021,Sumatera Barat,Kab. Pesisir Selatan,86.1,16.0,28.3,1.5,18.0,3.6,0.0
2021,Bali,Kab. Badung,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Timur,Kab. Tulungagung,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Selatan,Kab. Wajo,64.73,12.3,20.36,17.04,7.2,4.46,25.55
2021,Jawa Tengah,Kab. Karanganyar,350.0,0.0,3600.0,0.0,0.0,0.0,0.0
2021,Sulawesi Utara,Kab. Kepulauan Sangihe,65.84,1.0,13.17,4.39,1.31,0.0,1.75
2021,Sumatera Utara,Kab. Tapanuli Tengah,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Tengah,Kab. Seruyan,5980.29,80.93,16.29,0.0,0.0,0.0,0.0
2021,Jawa Barat,Kab. Cirebon,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Tengah,Kab. Banggai Laut,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Timur,Kab. Situbondo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Selatan,Kota Makassar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,DKI Jakarta,Kab. Adm. Kep. Seribu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Maluku,Kota Tual,0.0,0.9,15.0,0.5,2.3,10.0,5.0
2021,Sumatera Utara,Kab. Toba,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Banten,Kab. Serang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Selatan,Kab. Sinjai,54.4,0.73,21.16,12.09,6.04,9.07,4.82
2021,Sulawesi Selatan,Kab. Enrekang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Nusa Tenggara Timur,Kota Kupang,105.11,17.52,42.7,24.09,16.42,8.76,4.38
2021,Jawa Timur,Kab. Ngawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,DKI Jakarta,Kota Adm. Jakarta Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Barat,Kab. Mamuju Tengah,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2021,Jambi,Kota Jambi,51.3,2.45,18.7,9.24,6.27,3.79,8.25
2021,Jawa Tengah,Kab. Cilacap,724.6,0.48,44.61,0.17,8.89,6.1,6.12
2021,Sumatera Barat,Kota Padang,462.0,14.0,88.0,20.0,40.41,7.0,8.0
2021,Kalimantan Timur,Kab. Kutai Timur,55.0,4.0,20.0,4.0,7.0,7.0,3.0
2021,Jawa Timur,Kab. Sumenep,360.2,0.61,5.4,1.15,39.01,19.08,24.84
2021,Jawa Tengah,Kab. Brebes,50.0,4.0,36.0,1.0,1.0,1.0,7.0
2021,Papua,Kab. Jayapura,84.24,0.53,9.0,160.0,391.0,0.14,0.0
2021,Papua Barat Daya,Kab. Sorong Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Bali,Kota Denpasar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Utara,Kab. Nunukan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Gorontalo,Kota Gorontalo,33.0,15.0,1700.0,21.0,10.0,4.0,0.0
2021,Jawa Tengah,Kab. Pekalongan,197.64,34.88,19.38,19.38,15.5,100.76,0.0
2021,Sumatera Selatan,Kab. Muara Enim,60.6,25.7,57.9,4.0,0.1,0.1,0.0
2021,Kalimantan Selatan,Kab. Tanah Laut,14.4,1.8,7.2,2.7,2.25,1.2,0.45
2021,Jawa Barat,Kota Sukabumi,154.42,3.03,5.66,2.98,12.56,0.59,0.0
2021,Bengkulu,Kab. Seluma,4.25,0.0,0.0,0.0,0.0,0.0,0.0
2021,Bali,Kab. Bangli,82.14,0.02,5.94,0.45,4.08,1.2,2.76
2021,Jawa Tengah,Kab. Purworejo,92.96,0.2,0.34,0.2,0.58,0.0,0.0
2021,Jawa Tengah,Kab. Blora,92.0,23.0,46.0,25.0,23.0,14.0,7.0
2021,Sulawesi Tenggara,Kota Kendari,163.02,8.12,18.78,2.18,2.45,5.23,1.58
2021,Aceh,Kota Banda Aceh,190.29,0.57,9.23,46.18,2.36,0.0,0.05
2021,Jawa Timur,Kota Surabaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Selatan,Kab. Hulu Sungai Tengah,18.3,2.79,20.5,8.0,2.1,2.0,1.63
2021,Lampung,Kab. Pringsewu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Timur,Kab. Jombang,84.05,0.6,29.19,1.2,4.2,1.2,1.81
2021,Jawa Tengah,Kab. Wonogiri,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Barat,Kab. Melawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Aceh,Kota Subulussalam,26.0,1.5,6.0,2.5,4.0,26.0,0.0
2021,Jawa Timur,Kota Pasuruan,76.14,0.66,19.69,1.31,16.41,6.56,10.5
2021,Sumatera Selatan,Kab. Musi Banyuasin,145.0,12.0,21.0,25.0,13.0,20.0,23.0
2021,Sulawesi Tengah,Kab. Sigi,0.5,0.5,0.3,6.51,0.4,0.0,0.0
2021,Sumatera Utara,Kota Medan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Barat,Kota Depok,156.2,7.4,104.2,29.8,409.2,22.3,14.9
2021,Sumatera Barat,Kab. Pasaman,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Tengah,Kab. Boyolali,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kepulauan Bangka Belitung,Kab. Bangka Tengah,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Timur,Kab. Lamongan,30.14,0.28,0.32,0.41,0.5,10.21,58.14
2022,Jawa Timur,Kota Blitar,68.88,0.7,2.1,1.4,1.1,0.4,1.4
2022,Jawa Tengah,Kab. Batang,140.0,24.1,60.0,48.0,24.0,19.0,15.0
2022,DKI Jakarta,Kota Adm. Jakarta Timur,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Tengah,Kab. Banggai,90.0,1.5,40.0,7.9,30.0,19.0,0.0
2022,Banten,Kab. Tangerang,33.98,9.6,14.97,1.47,14.73,13.19,12.06
2022,Papua Barat,Kab. Kaimana,10.0,9.0,2.47,3.0,1.0,1.0,0.53
2022,Bengkulu,Kab. Bengkulu Utara,17.72,3.3,8.21,2.7,2.2,0.76,4.9
2022,Sulawesi Selatan,Kab. Jeneponto,2.5,0.5,6.5,3.0,3.9,0.4,3.8
2022,Kalimantan Selatan,Kab. Tanah Bumbu,129.63,0.51,6.82,6.31,0.51,0.0,26.78
2022,Lampung,Kota Metro,49.37,9.31,18.56,8.5,8.04,4.13,2.09
2022,Sumatera Barat,Kota Sawahlunto,12.59,0.32,2.33,0.18,1.4,0.28,1.08
2022,Kepulauan Riau,Kab. Lingga,16.3,0.1,0.7,5.1,3.9,1.2,0.3
2022,Sulawesi Tenggara,Kab. Buton Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,DKI Jakarta,Kota Adm. Jakarta Utara,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Utara,Kota Bitung,54.62,3.55,5.95,10.72,45.81,25.25,9.6
2022,Jawa Tengah,Kota Salatiga,0.0,0.0,0.0,0.0,0.0,0.0,0.75
2022,Jawa Barat,Kab. Karawang,878.7,1.1,2.6,0.0,15.9,102.0,3.7
2022,Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,82.98,1.97,5.58,2.1,4.56,0.97,1.95
2022,Sumatera Utara,Kota Padangsidimpuan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Selatan,Kab. Soppeng,44.19,7.53,15.2,8.06,3.28,13.89,2.08
2022,Kalimantan Timur,Kab. Kutai Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Nusa Tenggara Barat,Kab. Sumbawa,134.92,10.76,18.16,20.32,52.65,12.97,10.0
2022,Sulawesi Selatan,Kota Palopo,6.7,0.5,13.0,4.2,3.6,3.0,3.0
2022,Riau,Kab. Rokan Hulu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Utara,Kab. Minahasa,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Utara,Kab. Kep. Siau Tagulandang Biaro,6.75,0.36,0.9,0.0,3.33,0.0,0.0
2022,Aceh,Kota Langsa,20.0,4.02,13.4,10.0,8.2,2.2,0.0
2022,Kalimantan Tengah,Kab. Barito Utara,32.5,5.2,24.0,2.0,1.5,2.0,1.5
2022,Jawa Barat,Kab. Ciamis,289.0,24.0,100.0,100.0,30.0,24.0,24.0
2022,Sulawesi Tengah,Kab. Parigi Moutong,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Papua Barat Daya,Kab. Sorong,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Selatan,Kab. Luwu Timur,46.4,11.2,22.7,11.3,5.9,5.9,16.8
2022,Aceh,Kab. Aceh Timur,19.3,5.04,10.0,8.0,5.0,2.0,2.0
2022,Jawa Timur,Kab. Tuban,138.15,0.7,129.0,70.89,55.95,95.62,15.0
2022,Kepulauan Riau,Kota Tanjung Pinang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Gorontalo,Kab. Pohuwato,6.4,1.1,3.3,1.2,0.9,0.5,1.5
2022,Maluku,Kab. Buru Selatan,5.43,0.41,2.51,9.92,1.6,0.0,1.05
2022,Sumatera Utara,Kab. Asahan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Kalimantan Tengah,Kota Palangkaraya,72.27,20.36,19.87,13.9,5.85,3.05,16.61
2022,D.I. Yogyakarta,Kab. Kulon Progo,0.43,0.0,0.23,0.0,0.0,0.0,0.0
2022,Papua Barat,Kab. Teluk Wondama,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Jawa Timur,Kab. Kediri,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Selatan,Kab. Pinrang,120.0,30.0,5.0,5.0,10.0,5.0,5.0
2022,Nusa Tenggara Timur,Kab. Manggarai Barat,2.0,2.0,5.0,8.0,5.0,0.5,0.0
2022,Jawa Timur,Kab. Magetan,14.94,2.52,12.86,1.0,10.89,0.0,0.0
2022,Jawa Tengah,Kab. Grobogan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Tenggara,Kab. Kolaka Utara,5.0,1.0,2.0,1.0,1.0,2.0,3.0
2022,Jambi,Kab. Bungo,16.7,1.5,67.3,1.5,1.2,2.6,64.6
2022,Sumatera Utara,Kab. Langkat,8.5,5.4,7.6,6.0,3.9,1.9,2.8
2022,Sumatera Utara,Kota Tebing Tinggi,76.85,9.5,22.32,9.0,4.2,2.57,0.18
2022,Jawa Barat,Kota Banjar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
