Tahun,Provinsi,Kabupaten/Kota,Rumah Tangga,Perkantoran,Pasar,Perniagaan,Fasilitas Publik,Kawasan,Lain
2022,Sumatera Barat,Kab. Pasaman Barat,50.0,5.0,20.0,15.0,5.0,0.0,5.0
2022,Kalimantan Timur,Kab. Berau,65.55,1.58,8.66,5.3,3.85,11.0,4.06
2022,Jawa Timur,Kab. Mojokerto,472.17,24.79,159.35,70.83,28.33,53.12,17.71
2022,Jawa Timur,Kab. Pamekasan,247.0,3.0,10.0,6.0,5.0,2.5,6.8
2022,Jawa Tengah,Kab. Tegal,45.0,8.0,17.0,18.0,6.0,4.0,2.0
2022,Banten,Kota Cilegon,225.13,0.0,58.08,0.0,0.0,0.0,0.0
2022,Sumatera Barat,Kab. Lima Puluh Kota,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Bali,Kab. Buleleng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Jawa Timur,Kab. Banyuwangi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Kalimantan Timur,Kota Bontang,82.2,5.06,5.91,0.0,3.03,0.0,3.8
2022,Sumatera Selatan,Kab. Ogan Komering Ulu,51.85,0.5,2.8,0.2,0.15,1.5,0.0
2022,Banten,Kab. Lebak,1.3,119.8,8.0,50.3,132.4,131.3,69.3
2022,Jawa Barat,Kota Bogor,460.0,23.91,36.0,143.48,45.43,20.96,6.87
2022,Papua Barat,Kab. Manokwari,137.05,0.0,19.8,4.4,4.12,0.0,0.0
2022,Sulawesi Selatan,Kab. Bantaeng,31.37,0.92,1.8,2.3,0.09,0.0,3.12
2022,Bali,Kab. Klungkung,21424.0,33.58,66575.0,3.65,0.0,0.0,0.0
2022,Jawa Tengah,Kab. Kebumen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Utara,Kab. Minahasa Selatan,15.0,1.5,8.0,1.5,1.7,1.3,1.0
2022,Aceh,Kab. Pidie Jaya,17.0,6.5,22.0,26.5,8.0,9.5,10.5
2022,Jawa Timur,Kota Madiun,87.44,5.16,9.41,4.78,4.61,3.17,2.03
2022,Jawa Barat,Kab. Indramayu,416.5,35.6,182.6,81.3,57.9,174.8,164.8
2022,Papua,Kab. Sarmi,6.0,2.0,5.0,0.0,2.0,1.0,0.73
2022,Kalimantan Selatan,Kab. Hulu Sungai Selatan,48.31,0.79,35.02,5.69,4.71,3.6,1.88
2022,Bali,Kab. Jembrana,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Lampung,Kab. Way Kanan,187.05,1.19,5.4,0.1,0.08,0.0,18.85
2022,Nusa Tenggara Barat,Kab. Lombok Timur,132.4,0.15,17.82,3.0,5.16,0.47,21.0
2022,Jawa Tengah,Kab. Sukoharjo,175.73,26.32,50.42,43.17,17.98,31.76,14.38
2022,Aceh,Kab. Aceh Barat Daya,4.0,1.0,4.5,2.0,3.2,3.5,2.0
2022,Kalimantan Barat,Kab. Kapuas Hulu,108.35,0.19,8.35,0.0,0.0,0.0,0.0
2022,Jawa Timur,Kota Probolinggo,48.6,0.5,11.2,3.1,1.4,1.6,1.6
2022,Sumatera Selatan,Kab. Musi Rawas,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Jawa Barat,Kota Bekasi,921.0,47.0,435.0,211.0,69.0,73.0,24.0
2022,Papua Tengah,Kab. Mimika,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Aceh,Kab. Aceh Tenggara,20.0,14.0,25.0,15.0,8.0,8.0,1.0
2022,Jambi,Kab. Merangin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Utara,Kota Kotamobagu,49.35,6.21,11.9,7.2,6.45,0.0,5.09
2022,Sumatera Selatan,Kota Prabumulih,54.52,5.96,19.6,1.13,1.24,13.21,2.75
2022,Sumatera Barat,Kab. Sijunjung,22.8,7.3,2.2,0.9,1.61,0.7,0.0
2022,Kalimantan Selatan,Kab. Tabalong,37.56,6.92,18.78,20.76,6.92,6.92,2.14
2022,Bali,Kab. Gianyar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Selatan,Kab. Sidenreng Rappang,94.0,4.49,7.27,3.53,8.98,2.24,4.9
2022,Kalimantan Timur,Kab. Mahakam Ulu,10.0,1.0,4.0,0.2,0.0,0.0,0.1
2022,Jawa Tengah,Kab. Sragen,134.55,45.6,123.71,24.2,189.17,68.7,4.25
2022,Kepulauan Riau,Kab. Natuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Tenggara,Kab. Wakatobi,22.0,10.2,25.0,5.2,10.2,5.1,3.0
2022,Riau,Kab. Kuantan Singingi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Aceh,Kab. Bener Meriah,37.85,0.28,2.01,21.06,2.25,0.8,1.0
2022,Kalimantan Barat,Kota Singkawang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Barat,Kab. Mamuju,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Kalimantan Tengah,Kab. Gunung Mas,83.3,2.26,7.0,0.0,0.0,0.0,8.7
2022,Jawa Tengah,Kota Surakarta,148.51,74.26,2.75,74.26,3.44,0.13,54.46
2022,Papua,Kab. Biak Numfor,26.59,3.36,9.55,3.05,3.45,6.52,0.0
2022,Sulawesi Tengah,Kota Palu,137.44,0.46,36.65,20.68,4.96,2.61,0.14
2022,Jawa Timur,Kab. Ponorogo,37.5,3.22,16.4,7.29,5.25,15.74,14.6
2022,Jawa Barat,Kota Tasikmalaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Selatan,Kab. Barru,8.3,1.38,0.83,0.41,0.83,1.38,0.69
2022,Sumatera Barat,Kab. Solok Selatan,68.95,0.04,1.31,1.99,0.41,0.0,0.01
2022,Kalimantan Timur,Kab. Kutai Kartanegara,86.72,12.13,1.6,8.17,78.02,125.79,1.33
2022,Sulawesi Utara,Kab. Bolaang Mongondow,0.88,0.75,3.5,0.62,0.0,0.25,0.0
2022,Aceh,Kab. Aceh Singkil,31.0,1.0,10.0,4.0,3.0,2.0,1.77
2022,Jawa Tengah,Kab. Demak,0.0,0.34,234.16,0.0,0.0,0.0,0.0
2022,Kalimantan Selatan,Kab. Banjar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Selatan,Kab. Bone,190.0,34.1,73.6,29.3,22.7,16.3,11.5
2022,Kepulauan Bangka Belitung,Kab. Belitung,14.34,0.54,8.95,2.0,1.8,2.71,11.74
2022,Sumatera Barat,Kota Bukittinggi,26.33,0.03,28.89,19.94,12.7,0.0,39.8
2022,Aceh,Kab. Aceh Selatan,1.1,0.92,6.0,5.65,5.95,0.4,0.0
2022,Kalimantan Barat,Kab. Sambas,317.82,0.9,37.6,0.0,0.0,0.0,0.0
2022,Gorontalo,Kab. Bone Bolango,20.82,2.33,12.81,7.79,3.62,3.18,0.0
2022,Sulawesi Utara,Kab. Bolaang Mongondow Utara,35.0,20.0,10.0,10.0,10.0,10.0,5.0
2022,Jawa Timur,Kota Kediri,72.68,0.71,35.33,24.52,8.27,19.68,0.71
2022,Jawa Tengah,Kab. Kendal,114.99,45.44,55.97,45.4,45.59,52.19,50.43
2022,DKI Jakarta,Kota Adm. Jakarta Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Jawa Tengah,Kab. Purbalingga,72.55,3.17,8.72,1.55,10.85,1.9,13.26
2022,Lampung,Kota Bandar Lampung,40.9,8.2,17.3,18.1,6.3,5.8,3.4
2022,Sumatera Barat,Kota Solok,32.71,1.6,16.21,0.45,1.53,0.04,1.73
2022,Kalimantan Timur,Kab. Penajam Paser Utara,13.0,2.0,5.0,2.5,2.0,1.5,2.0
2022,Nusa Tenggara Barat,Kota Bima,11.5,2.0,1.15,3.34,0.75,5.0,0.25
2022,DKI Jakarta,Kota Adm. Jakarta Pusat,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Utara,Kota Manado,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Jawa Tengah,Kota Magelang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Jawa Barat,Kab. Sumedang,105.0,0.5,12.0,3.0,0.5,4.0,4.0
2022,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,1.0,0.2,18.0,0.4,0.4,0.9,2.9
2022,Sulawesi Selatan,Kota Parepare,33.25,5.35,15.6,8.45,4.35,7.7,2.25
2022,Aceh,Kab. Simeulue,27.21,4.46,5.8,3.57,2.68,0.45,0.45
2022,Kalimantan Tengah,Kab. Barito Selatan,5.0,2.0,4.0,3.0,1.0,1.0,1.0
2022,Jawa Tengah,Kab. Pemalang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Jawa Barat,Kab. Garut,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Tengah,Kab. Morowali,6.2,2.4,2.3,0.02,1.5,1.2,1.2
2022,Sumatera Utara,Kab. Humbang Hasundutan,49.1,0.75,5.5,0.0,1.45,0.0,2.5
2022,Papua Selatan,Kab. Asmat,29.0,2.0,4.0,3.0,4.12,2.63,0.8
2022,Sumatera Barat,Kab. Agam,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Jawa Timur,Kab. Jember,141.0,13.72,19.6,9.03,5.88,6.77,0.0
2022,Jawa Tengah,Kab. Wonosobo,125.0,2.92,35.0,3.5,8.97,0.0,5.0
2022,Jawa Timur,Kab. Bojonegoro,76.0,9.0,22.0,7.0,57.0,0.0,19.0
2022,Jawa Tengah,Kab. Rembang,52.28,3.68,1661.23,0.02,152.0,0.0,11.86
2022,Kepulauan Riau,Kota Batam,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Gorontalo,Kab. Gorontalo,102.86,7.91,18.99,4.75,11.08,1.58,11.08
2022,Aceh,Kota Sabang,7.0,3.0,0.5,4.5,0.5,2.0,2.0
2022,Jambi,Kota Sungai Penuh,19.92,1.47,18.64,2.88,0.66,2.77,2.53
2022,Sumatera Utara,Kab. Simalungun,254.1,50.8,138.25,12.1,79.3,13.8,45.8
2022,Kalimantan Tengah,Kab. Barito Timur,17.56,0.0,6.8,0.0,4.2,0.5,18.71
2022,Jawa Tengah,Kota Tegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Nusa Tenggara Barat,Kota Mataram,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Jawa Timur,Kab. Nganjuk,181.42,22.96,95.04,8.89,23.31,47.66,64.85
2022,Riau,Kab. Siak,17.4,4.5,7.0,2.0,4.3,2.8,1.0
2022,Sumatera Utara,Kab. Nias,4.6,0.5,0.5,0.0,0.0,0.0,1.25
2022,Sumatera Barat,Kab. Dharmasraya,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Riau,Kab. Bengkalis,168.01,24.05,15.41,6.87,32.01,17.42,11.21
2022,Jawa Timur,Kab. Sampang,55.0,0.08,4.0,0.05,2.0,27.04,11.83
2022,Jawa Tengah,Kab. Jepara,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Kalimantan Tengah,Kab. Kapuas,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Maluku Utara,Kab. Halmahera Utara,116.6,7.2,10.0,2.9,0.4,1.0,5.9
2022,Sumatera Selatan,Kab. Lahat,42.67,3.16,5.0,5.53,7.24,0.29,2.3
2022,Sulawesi Tengah,Kab. Donggala,3.0,0.5,2.0,1.5,1.69,1.0,1.0
2022,Kalimantan Selatan,Kab. Kotabaru,75.0,0.0,0.0,0.0,0.0,0.0,25.0
2022,Banten,Kota Tangerang,896.0,30.5,107.39,139.08,164.91,43.65,0.0
2022,Jawa Barat,Kota Bandung,60.0,4.0,10.0,6.0,13.3,5.0,1.7
2022,Bengkulu,Kab. Lebong,51.71,2.39,11.93,6.36,3.99,1.59,1.59
2022,Bali,Kab. Karangasem,24.0,7.0,9.0,5.0,7.0,8.0,1.0
2022,Jawa Timur,Kab. Lumajang,178.8,3.82,133.18,8.05,146.27,20.78,33.6
2022,Kalimantan Timur,Kota Samarinda,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Utara,Kab. Minahasa Tenggara,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Maluku,Kab. Maluku Tengah,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Jawa Timur,Kota Batu,11100.0,900.0,700.0,500.23,200.0,100.0,0.0
2022,Papua,Kota Jayapura,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Selatan,Kab. Bulukumba,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sumatera Barat,Kab. Solok,6.0,1.0,4.0,2.0,2.0,1.0,1.0
2022,Jawa Tengah,Kab. Banyumas,99999.99,16242.0,35733.0,68218.0,19491.0,12994.0,9747.0
2022,Kepulauan Riau,Kab. Karimun,74.52,5.58,18.63,20.08,37.67,29.81,0.03
2022,Aceh,Kab. Aceh Tamiang,7.5,3.0,24.0,6.0,2.5,0.0,7.0
2022,Kalimantan Barat,Kota Pontianak,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Utara,Kab. Bolaang Mongondow Selatan,7.0,2.0,4.91,3.0,3.0,4.0,5.0
2022,Jawa Timur,Kota Mojokerto,77.5,4.5,7.5,3.9,2.1,4.5,0.0
2022,Sulawesi Tengah,Kab. Morowali Utara,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sumatera Utara,Kota Pematang Siantar,169.01,4.83,24.14,12.07,4.82,12.08,14.48
2022,Kalimantan Selatan,Kab. Tapin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Banten,Kota Tangerang Selatan,904.86,8.56,0.1,32.37,26.74,0.0,0.0
2022,Jawa Timur,Kab. Pacitan,23.16,0.0,9.6,1.62,0.89,1.79,0.63
2022,Jawa Barat,Kota Cimahi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Lampung,Kab. Tanggamus,365.81,0.44,32.57,2.1,1.47,88.4,2.04
2022,Sulawesi Selatan,Kab. Pangkajene Kepulauan,84.09,5.14,23.71,19.65,1.18,4.04,0.47
2022,Kalimantan Timur,Kab. Paser,94.91,2.37,10.08,5.34,2.37,2.37,1.19
2022,Nusa Tenggara Barat,Kab. Lombok Tengah,255.0,20.0,52.0,32.0,13.0,20.0,20.0
2022,Jawa Tengah,Kab. Klaten,142.44,0.73,2.62,1.2,13.73,14.0,0.0
2022,Kepulauan Bangka Belitung,Kab. Belitung Timur,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Riau,Kab. Indragiri Hulu,5.0,1.0,9.0,3.0,1.0,1.0,2.0
2022,Kalimantan Utara,Kab. Tana Tidung,6.0,3.0,1.0,0.0,0.0,0.0,1.0
2022,Kalimantan Barat,Kab. Sanggau,246.14,0.26,0.16,8.03,0.0,0.0,0.0
2022,Jawa Timur,Kota Malang,364.74,2.4,23.05,110.45,48.46,183.6,32.1
2022,Jawa Barat,Kab. Bandung,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,D.I. Yogyakarta,Kab. Gunungkidul,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Kalimantan Selatan,Kab. Balangan,26.76,5.16,9.94,6.72,2.78,3.9,1.3
2022,Kepulauan Bangka Belitung,Kab. Bangka,79.79,6.62,17.57,9.92,3.84,5.1,7.65
2022,Sumatera Barat,Kota Padang Panjang,38.13,0.36,6.76,1.52,1.0,0.01,0.63
2022,Riau,Kota Dumai,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Jawa Tengah,Kab. Temanggung,272.46,12.52,12.05,10.13,50.27,0.0,42.71
2022,Sulawesi Utara,Kota Tomohon,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sumatera Utara,Kab. Deli Serdang,446.0,67.8,180.0,67.8,100.16,25.9,83.0
2022,Jawa Tengah,Kota Semarang,872.47,5.84,31.3,97.25,109.57,80.35,15.12
2022,Sumatera Selatan,Kota Palembang,893.48,14.5,103.75,100.1,70.55,15.25,7.35
2022,Sumatera Barat,Kab. Pesisir Selatan,86.1,16.0,28.3,1.5,18.0,3.6,0.0
2022,Bali,Kab. Badung,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Jawa Timur,Kab. Tulungagung,322.0,12.2,60.5,46.83,18.0,35.8,58.5
2022,Sulawesi Selatan,Kab. Wajo,5.29,0.31,1.2,0.04,0.04,0.23,25.55
2022,Nusa Tenggara Barat,Kab. Lombok Utara,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Jawa Tengah,Kab. Karanganyar,60.0,1.0,22.0,1.0,1.0,0.0,1.0
2022,Sulawesi Utara,Kab. Kepulauan Sangihe,65.84,1.32,13.17,4.39,1.31,0.0,1.75
2022,Aceh,Kab. Nagan Raya,13.5,1.0,8.5,2.85,1.5,1.5,1.0
2022,Sumatera Utara,Kab. Tapanuli Tengah,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Kalimantan Tengah,Kab. Seruyan,115.07,80.93,16.29,0.0,0.0,0.0,0.0
2022,Papua,Kab. Kepulauan Yapen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sumatera Selatan,Kab. Banyuasin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Tengah,Kab. Banggai Laut,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Nusa Tenggara Barat,Kab. Lombok Barat,304.0,13.0,73.0,24.0,36.0,24.0,13.0
2022,Jawa Timur,Kab. Situbondo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Aceh,Kab. Pidie,9.9,6.6,39.6,0.0,3.96,0.0,5.94
2022,Jawa Timur,Kab. Gresik,128.49,54.61,6.42,64.24,28.91,22.49,16.06
2022,DKI Jakarta,Kab. Adm. Kep. Seribu,5.14,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sumatera Utara,Kab. Toba,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Banten,Kab. Serang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Selatan,Kab. Sinjai,54.15,0.7,21.13,12.0,6.0,9.0,4.74
2022,Sulawesi Selatan,Kab. Enrekang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Nusa Tenggara Timur,Kota Kupang,105.11,17.52,42.7,24.09,16.42,8.76,4.38
2022,Jawa Timur,Kab. Ngawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Kepulauan Riau,Kab. Kepulauan Anambas,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Tenggara,Kota Bau Bau,41.26,4.74,9.0,9.0,9.0,8.0,0.0
2022,DKI Jakarta,Kota Adm. Jakarta Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Barat,Kab. Mamuju Tengah,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Jambi,Kota Jambi,51.3,2.45,18.7,9.24,6.27,3.79,8.25
2022,Jawa Barat,Kab. Bekasi,550.7,0.0,33.0,0.0,0.0,0.0,32.42
2022,Jawa Tengah,Kab. Cilacap,373.0,155.0,207.0,31.0,8.0,62.0,114.0
2022,Lampung,Kab. Tulang Bawang Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sumatera Barat,Kota Padang,465.15,14.1,88.6,20.13,40.68,7.05,8.05
2022,Kalimantan Timur,Kab. Kutai Timur,55.0,4.0,21.0,4.0,9.0,7.0,2.0
2022,Sulawesi Tenggara,Kab. Kolaka,78.39,3.62,18.09,6.03,10.85,1.2,2.4
2022,Aceh,Kab. Aceh Jaya,17.94,3.78,7.08,10.39,4.72,2.36,0.94
2022,Jawa Timur,Kab. Sumenep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Jawa Tengah,Kab. Brebes,25.0,3.0,45.0,2.0,10.0,9.0,6.0
2022,Papua,Kab. Jayapura,78.0,0.53,9.0,3.5,8.0,0.27,0.0
2022,Bali,Kota Denpasar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Kalimantan Utara,Kab. Nunukan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Aceh,Kab. Aceh Barat,38.8,5.95,13.15,25.56,7.39,6.06,4.09
2022,Gorontalo,Kota Gorontalo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Jawa Tengah,Kab. Pekalongan,162.88,75.78,77.03,22.34,22.69,17.26,12.62
2022,Sumatera Selatan,Kab. Muara Enim,60.6,25.7,57.9,4.0,0.1,0.1,0.0
2022,Kalimantan Selatan,Kab. Tanah Laut,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Jawa Barat,Kota Sukabumi,68.6,1.8,25.27,34.3,30.69,0.0,19.87
2022,Papua Selatan,Kab. Boven Digoel,7.0,2.0,0.0,1.0,1.0,1.0,3.0
2022,Bengkulu,Kab. Seluma,4.25,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sumatera Barat,Kab. Padang Pariaman,15.0,12.0,30.0,0.0,0.0,0.0,0.0
2022,Bali,Kab. Bangli,90.04,1.3,9.9,0.2,2.27,1.1,6.5
2022,Jawa Tengah,Kab. Purworejo,16.0,0.02,26.8,0.0,1.1,2.2,11.8
2022,Jawa Tengah,Kab. Blora,155.0,39.0,78.0,43.0,39.0,23.0,12.0
2022,Sulawesi Tenggara,Kota Kendari,163.02,8.12,18.78,2.18,2.45,5.23,1.58
2022,Aceh,Kota Banda Aceh,192.94,0.58,9.38,39.57,2.55,0.0,7.19
2022,Kalimantan Tengah,Kab. Murung Raya,30.0,10.0,20.0,15.0,5.0,5.0,15.0
2022,Jawa Timur,Kota Surabaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Kalimantan Selatan,Kab. Hulu Sungai Tengah,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Lampung,Kab. Pringsewu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Jawa Timur,Kab. Jombang,99.5,0.6,29.19,1.2,4.2,1.2,1.81
2022,Jawa Tengah,Kab. Wonogiri,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Riau,Kab. Rokan Hilir,197.25,4.25,93.5,74.25,4.75,15.25,63.5
2022,Aceh,Kota Subulussalam,15.0,0.5,8.0,2.0,2.0,24.0,0.0
2022,Jawa Timur,Kota Pasuruan,84.69,0.73,21.9,1.46,18.25,7.3,11.69
2022,Sumatera Selatan,Kab. Musi Banyuasin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Tengah,Kab. Sigi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sumatera Utara,Kota Medan,795.0,141.0,353.0,177.0,177.0,88.0,36.0
2022,Sumatera Barat,Kab. Pasaman,51.77,4.55,13.0,3.84,8.85,0.0,5.84
2022,Jawa Tengah,Kab. Boyolali,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Kepulauan Bangka Belitung,Kab. Bangka Tengah,41.18,1.65,12.35,3.29,5.77,16.47,1.65
2022,Sumatera Barat,Kota Pariaman,86.95,0.39,6.25,1.41,2.93,2.01,0.06
2022,Jawa Tengah,Kab. Kudus,200.34,18.67,113.2,32.68,38.56,18.53,26.18
2022,Papua Selatan,Kab. Merauke,48.0,9.24,20.85,13.18,0.21,0.0,0.9
2022,Sumatera Barat,Kab. Tanah Datar,96.4,0.28,17.75,1.54,12.27,0.0,0.0
2022,Jawa Timur,Kab. Malang,738.89,30.15,106.03,22.29,20.84,31.7,10.66
2022,Kalimantan Timur,Kota Balikpapan,361.86,14.72,33.15,45.14,23.52,15.49,20.85
2022,Riau,Kota Pekanbaru,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Utara,Kab. Minahasa Utara,57581.0,9627.0,13290.0,9863.0,7678.0,15003.0,5079.0
2022,Sulawesi Barat,Kab. Majene,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Kalimantan Tengah,Kab. Pulang Pisau,38.1,0.1,2.3,6.5,3.9,0.0,0.0
2022,Papua,Kab. Waropen,15.0,10.0,35.0,10.0,20.0,5.0,5.0
2022,Sulawesi Selatan,Kab. Kepulauan Selayar,33.0,5.5,16.0,7.1,4.6,2.0,0.0
2022,Jawa Timur,Kab. Trenggalek,124.14,19.75,44.86,56.17,19.72,18.87,10.44
2022,Nusa Tenggara Barat,Kab. Bima,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Kepulauan Riau,Kab. Bintan,20.5,6.3,11.3,6.1,5.1,3.0,3.5
2022,Aceh,Kab. Gayo Lues,22.0,4.0,11.05,1.0,2.0,0.0,1.0
2022,Jawa Tengah,Kab. Semarang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Utara,Kab. Bolaang Mongondow Timur,20.0,2.0,5.0,0.0,2.0,0.0,71.0
2022,Jawa Barat,Kab. Kuningan,29999.99,600.0,49862.0,600.0,1180.0,600.0,5.0
2022,Maluku Utara,Kota Tidore Kepulauan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Kalimantan Selatan,Kab. Barito Kuala,37.5,9.3,19.0,10.5,14.7,4.0,5.0
2022,Banten,Kota Serang,360.65,14.6,28.68,120.65,12.55,12.87,65.0
2022,D.I. Yogyakarta,Kota Yogyakarta,193.25,0.94,27.58,55.56,8.4,0.0,17.4
2022,Lampung,Kab. Lampung Tengah,73.0,1.0,5.0,3.0,3.0,0.5,2.0
2022,Sulawesi Selatan,Kab. Maros,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Kalimantan Selatan,Kota Banjarbaru,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Selatan,Kab. Toraja Utara,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sumatera Barat,Kota Payakumbuh,77.8,0.75,9.29,6.76,3.33,0.35,0.54
2022,Kalimantan Barat,Kab. Mempawah,82.62,0.0,15.59,0.0,0.0,0.0,0.0
2022,Jambi,Kab. Sarolangun,5.18,2.3,20.1,10.12,11.04,2.5,2.11
