LOCATION,INDICATOR,MEASURE,TIME,Value
OECD,WASTEMUN,KG_CAP,2019,535.879
OECD,WASTEMUN,KG_CAP,2020,533.71
OECDE,WASTEMUN,KG_CAP,2000,525.602
OECDE,WASTEMUN,KG_CAP,2001,522.806
OECDE,WASTEMUN,KG_CAP,2002,525.395
OECDE,WASTEMUN,KG_CAP,2003,515.169
OECDE,WASTEMUN,KG_CAP,2004,510.936
OECDE,WASTEMUN,KG_CAP,2005,514.52
OECDE,WASTEMUN,KG_CAP,2006,517.209
OECDE,WASTEMUN,KG_CAP,2007,519.37
OECDE,WASTEMUN,KG_CAP,2008,510.92
OECDE,WASTEMUN,KG_CAP,2009,505.204
OECDE,WASTEMUN,KG_CAP,2010,499.781
OECDE,WASTEMUN,KG_CAP,2011,498.019
OECDE,WASTEMUN,KG_CAP,2012,487.073
OECDE,WASTEMUN,KG_CAP,2013,480.958
OECDE,WASTEMUN,KG_CAP,2014,480.574
OECDE,WASTEMUN,KG_CAP,2015,482.105
OECDE,WASTEMUN,KG_CAP,2016,495.407
OECDE,WASTEMUN,KG_CAP,2017,496.902
OECDE,WASTEMUN,KG_CAP,2018,496.582
OECDE,WASTEMUN,KG_CAP,2019,501.084
OECDE,WASTEMUN,KG_CAP,2020,501.396
BRA,WASTEMUN,KG_CAP,2000,331.268
BRA,WASTEMUN,KG_CAP,2001,315.972
BRA,WASTEMUN,KG_CAP,2002,316.662
BRA,WASTEMUN,KG_CAP,2003,318.674
BRA,WASTEMUN,KG_CAP,2004,323.813
BRA,WASTEMUN,KG_CAP,2005,325.108
BRA,WASTEMUN,KG_CAP,2007,272.072
BRA,WASTEMUN,KG_CAP,2009,274.639
BRA,WASTEMUN,KG_CAP,2010,271.947
BRA,WASTEMUN,KG_CAP,2011,269.578
BRA,WASTEMUN,KG_CAP,2012,291.96
CHN,WASTEMUN,KG_CAP,2000,91.581
CHN,WASTEMUN,KG_CAP,2001,103.685
CHN,WASTEMUN,KG_CAP,2002,104.41
CHN,WASTEMUN,KG_CAP,2003,112.955
CHN,WASTEMUN,KG_CAP,2004,117.219
CHN,WASTEMUN,KG_CAP,2005,117.052
CHN,WASTEMUN,KG_CAP,2006,110.885
CHN,WASTEMUN,KG_CAP,2007,113.039
CHN,WASTEMUN,KG_CAP,2008,114.054
CHN,WASTEMUN,KG_CAP,2009,115.592
CHN,WASTEMUN,KG_CAP,2010,115.464
CHN,WASTEMUN,KG_CAP,2011,119.109
CHN,WASTEMUN,KG_CAP,2012,123.399
CHN,WASTEMUN,KG_CAP,2013,123.851
CHN,WASTEMUN,KG_CAP,2014,127.623
CHN,WASTEMUN,KG_CAP,2015,136.062
CHN,WASTEMUN,KG_CAP,2016,143.998
CHN,WASTEMUN,KG_CAP,2017,151.447
COL,WASTEMUN,KG_CAP,2003,126.383
COL,WASTEMUN,KG_CAP,2004,144.636
COL,WASTEMUN,KG_CAP,2005,176.809
COL,WASTEMUN,KG_CAP,2006,174.702
COL,WASTEMUN,KG_CAP,2007,208.391
COL,WASTEMUN,KG_CAP,2008,205.935
COL,WASTEMUN,KG_CAP,2009,250.639
COL,WASTEMUN,KG_CAP,2010,197.325
COL,WASTEMUN,KG_CAP,2011,210.362
COL,WASTEMUN,KG_CAP,2012,193.125
COL,WASTEMUN,KG_CAP,2013,194.064
COL,WASTEMUN,KG_CAP,2014,191.865
COL,WASTEMUN,KG_CAP,2015,206.787
COL,WASTEMUN,KG_CAP,2016,233.858
COL,WASTEMUN,KG_CAP,2017,220.26
COL,WASTEMUN,KG_CAP,2018,242.454
IDN,WASTEMUN,KG_CAP,2001,22.041
IDN,WASTEMUN,KG_CAP,2002,22.358
IDN,WASTEMUN,KG_CAP,2003,24.832
IDN,WASTEMUN,KG_CAP,2004,27.07
IDN,WASTEMUN,KG_CAP,2005,26.711
IDN,WASTEMUN,KG_CAP,2006,22.922
IDN,WASTEMUN,KG_CAP,2007,32.606
IDN,WASTEMUN,KG_CAP,2008,32.177
IDN,WASTEMUN,KG_CAP,2009,28.775
IDN,WASTEMUN,KG_CAP,2010,29.96
IDN,WASTEMUN,KG_CAP,2011,31.586
IDN,WASTEMUN,KG_CAP,2012,30.792
LVA,WASTEMUN,KG_CAP,2000,271.167
LVA,WASTEMUN,KG_CAP,2001,305.07
LVA,WASTEMUN,KG_CAP,2002,343.264
LVA,WASTEMUN,KG_CAP,2003,303.765
LVA,WASTEMUN,KG_CAP,2004,318.144
LVA,WASTEMUN,KG_CAP,2005,319.814
LVA,WASTEMUN,KG_CAP,2006,342.597
LVA,WASTEMUN,KG_CAP,2007,391.306
LVA,WASTEMUN,KG_CAP,2008,345.378
LVA,WASTEMUN,KG_CAP,2009,351.595
LVA,WASTEMUN,KG_CAP,2010,324.187
LVA,WASTEMUN,KG_CAP,2011,350.049
LVA,WASTEMUN,KG_CAP,2012,323.449
LVA,WASTEMUN,KG_CAP,2013,349.788
LVA,WASTEMUN,KG_CAP,2014,364.132
LVA,WASTEMUN,KG_CAP,2015,403.535
LVA,WASTEMUN,KG_CAP,2016,409.281
LVA,WASTEMUN,KG_CAP,2017,410.864
LVA,WASTEMUN,KG_CAP,2018,407.333
LVA,WASTEMUN,KG_CAP,2019,438.911
LVA,WASTEMUN,KG_CAP,2020,478.308
LVA,WASTEMUN,KG_CAP,2021,461.133
RUS,WASTEMUN,KG_CAP,2000,353.545
RUS,WASTEMUN,KG_CAP,2001,350.161
RUS,WASTEMUN,KG_CAP,2002,371.701
RUS,WASTEMUN,KG_CAP,2003,380.923
RUS,WASTEMUN,KG_CAP,2004,402.044
RUS,WASTEMUN,KG_CAP,2005,403.141
RUS,WASTEMUN,KG_CAP,2006,427.036
RUS,WASTEMUN,KG_CAP,2007,442.376
RUS,WASTEMUN,KG_CAP,2008,455.105
RUS,WASTEMUN,KG_CAP,2009,471.229
RUS,WASTEMUN,KG_CAP,2010,486.387
RUS,WASTEMUN,KG_CAP,2011,484.036
RUS,WASTEMUN,KG_CAP,2012,562.593
LTU,WASTEMUN,KG_CAP,2000,354.48
LTU,WASTEMUN,KG_CAP,2001,368.806
LTU,WASTEMUN,KG_CAP,2002,396.78
LTU,WASTEMUN,KG_CAP,2003,382.745
LTU,WASTEMUN,KG_CAP,2004,368.142
LTU,WASTEMUN,KG_CAP,2005,381.499
LTU,WASTEMUN,KG_CAP,2006,399.045
LTU,WASTEMUN,KG_CAP,2007,413.761
LTU,WASTEMUN,KG_CAP,2008,424.578
LTU,WASTEMUN,KG_CAP,2009,379.188
LTU,WASTEMUN,KG_CAP,2010,399.169
LTU,WASTEMUN,KG_CAP,2011,431.964
LTU,WASTEMUN,KG_CAP,2012,434.167
LTU,WASTEMUN,KG_CAP,2013,422.695
LTU,WASTEMUN,KG_CAP,2014,424.05
LTU,WASTEMUN,KG_CAP,2015,438.631
LTU,WASTEMUN,KG_CAP,2016,433.586
LTU,WASTEMUN,KG_CAP,2017,442.769
LTU,WASTEMUN,KG_CAP,2018,452.344
LTU,WASTEMUN,KG_CAP,2019,462.956
LTU,WASTEMUN,KG_CAP,2020,478.678
LTU,WASTEMUN,KG_CAP,2021,482.658
CRI,WASTEMUN,KG_CAP,2010,332.165
CRI,WASTEMUN,KG_CAP,2011,361.269
CRI,WASTEMUN,KG_CAP,2012,364.968
CRI,WASTEMUN,KG_CAP,2013,371.725
CRI,WASTEMUN,KG_CAP,2014,374.597
CRI,WASTEMUN,KG_CAP,2015,388.433
CRI,WASTEMUN,KG_CAP,2016,249.06
CRI,WASTEMUN,KG_CAP,2017,256.09
CRI,WASTEMUN,KG_CAP,2018,292.201
CRI,WASTEMUN,KG_CAP,2019,265.717
CRI,WASTEMUN,KG_CAP,2020,285.506
CRI,WASTEMUN,KG_CAP,2021,313.478
ARG,WASTEMUN,KG_CAP,2005,350.034
ARG,WASTEMUN,KG_CAP,2010,391.474
ARG,WASTEMUN,KG_CAP,2019,464.074
ARM,WASTEMUN,KG_CAP,2000,65.677
ARM,WASTEMUN,KG_CAP,2001,74.558
ARM,WASTEMUN,KG_CAP,2002,91.593
ARM,WASTEMUN,KG_CAP,2003,119.516
ARM,WASTEMUN,KG_CAP,2004,122.972
ARM,WASTEMUN,KG_CAP,2005,122.931
ARM,WASTEMUN,KG_CAP,2006,125.889
ARM,WASTEMUN,KG_CAP,2007,130.442
ARM,WASTEMUN,KG_CAP,2008,129.348
ARM,WASTEMUN,KG_CAP,2009,138.616
ARM,WASTEMUN,KG_CAP,2010,131.385
ARM,WASTEMUN,KG_CAP,2011,135.03
ARM,WASTEMUN,KG_CAP,2012,140.028
ARM,WASTEMUN,KG_CAP,2013,178.429
ARM,WASTEMUN,KG_CAP,2014,178.932
ARM,WASTEMUN,KG_CAP,2015,171.195
ARM,WASTEMUN,KG_CAP,2016,174.365
ARM,WASTEMUN,KG_CAP,2017,173.181
ARM,WASTEMUN,KG_CAP,2018,165.659
ARM,WASTEMUN,KG_CAP,2019,167.624
ARM,WASTEMUN,KG_CAP,2020,204.305
ARM,WASTEMUN,KG_CAP,2021,174.634
BGR,WASTEMUN,KG_CAP,2000,611.737
BGR,WASTEMUN,KG_CAP,2001,595.944
BGR,WASTEMUN,KG_CAP,2002,601.621
BGR,WASTEMUN,KG_CAP,2003,603.19
BGR,WASTEMUN,KG_CAP,2004,598.56
BGR,WASTEMUN,KG_CAP,2005,587.807
BGR,WASTEMUN,KG_CAP,2006,577.159
BGR,WASTEMUN,KG_CAP,2007,552.924
BGR,WASTEMUN,KG_CAP,2008,598.727
BGR,WASTEMUN,KG_CAP,2009,597.627
BGR,WASTEMUN,KG_CAP,2010,553.573
BGR,WASTEMUN,KG_CAP,2011,507.871
BGR,WASTEMUN,KG_CAP,2012,460.451
BGR,WASTEMUN,KG_CAP,2013,431.514
BGR,WASTEMUN,KG_CAP,2014,441.864
BGR,WASTEMUN,KG_CAP,2015,419.477
BGR,WASTEMUN,KG_CAP,2016,404.191
BGR,WASTEMUN,KG_CAP,2017,435.278
BGR,WASTEMUN,KG_CAP,2018,407.4
BGR,WASTEMUN,KG_CAP,2019,441.529
BGR,WASTEMUN,KG_CAP,2020,407.989
HRV,WASTEMUN,KG_CAP,2000,264.901
HRV,WASTEMUN,KG_CAP,2004,304.558
HRV,WASTEMUN,KG_CAP,2005,336.184
HRV,WASTEMUN,KG_CAP,2006,383.656
HRV,WASTEMUN,KG_CAP,2007,398.82
HRV,WASTEMUN,KG_CAP,2008,414.878
HRV,WASTEMUN,KG_CAP,2009,404.861
HRV,WASTEMUN,KG_CAP,2010,379.473
HRV,WASTEMUN,KG_CAP,2011,384.29
HRV,WASTEMUN,KG_CAP,2012,391.325
HRV,WASTEMUN,KG_CAP,2013,404.4
HRV,WASTEMUN,KG_CAP,2014,386.232
HRV,WASTEMUN,KG_CAP,2015,393.472
HRV,WASTEMUN,KG_CAP,2016,402.458
HRV,WASTEMUN,KG_CAP,2017,416.047
HRV,WASTEMUN,KG_CAP,2018,432.502
HRV,WASTEMUN,KG_CAP,2019,445.729
HRV,WASTEMUN,KG_CAP,2020,418.264
HRV,WASTEMUN,KG_CAP,2021,439.017
PER,WASTEMUN,KG_CAP,2014,227.481
PER,WASTEMUN,KG_CAP,2015,225.808
PER,WASTEMUN,KG_CAP,2016,225.023
PER,WASTEMUN,KG_CAP,2017,224.19
PER,WASTEMUN,KG_CAP,2018,231.636
PER,WASTEMUN,KG_CAP,2019,237.074
PER,WASTEMUN,KG_CAP,2020,237.357
PER,WASTEMUN,KG_CAP,2021,243.638
ROU,WASTEMUN,KG_CAP,2000,354.721
ROU,WASTEMUN,KG_CAP,2001,340.638
ROU,WASTEMUN,KG_CAP,2002,385.915
ROU,WASTEMUN,KG_CAP,2003,352.78
ROU,WASTEMUN,KG_CAP,2004,348.828
ROU,WASTEMUN,KG_CAP,2005,383.355
ROU,WASTEMUN,KG_CAP,2006,395.966
ROU,WASTEMUN,KG_CAP,2007,390.797
ROU,WASTEMUN,KG_CAP,2008,410.9
ROU,WASTEMUN,KG_CAP,2009,381.393
ROU,WASTEMUN,KG_CAP,2010,313.284
ROU,WASTEMUN,KG_CAP,2011,258.889
ROU,WASTEMUN,KG_CAP,2012,251.443
ROU,WASTEMUN,KG_CAP,2013,253.693
ROU,WASTEMUN,KG_CAP,2014,248.84
ROU,WASTEMUN,KG_CAP,2015,247.399
ROU,WASTEMUN,KG_CAP,2016,260.981
ROU,WASTEMUN,KG_CAP,2017,272.19
ROU,WASTEMUN,KG_CAP,2018,271.915
ROU,WASTEMUN,KG_CAP,2019,280.246
ROU,WASTEMUN,KG_CAP,2020,289.992
ROU,WASTEMUN,KG_CAP,2021,301.421
SAU,WASTEMUN,KG_CAP,2020,71.487
EU27_2020,WASTEMUN,KG_CAP,2000,513.055
EU27_2020,WASTEMUN,KG_CAP,2001,509.542
EU27_2020,WASTEMUN,KG_CAP,2002,514.779
EU27_2020,WASTEMUN,KG_CAP,2003,502.291
EU27_2020,WASTEMUN,KG_CAP,2004,499.679
EU27_2020,WASTEMUN,KG_CAP,2005,505.994
EU27_2020,WASTEMUN,KG_CAP,2006,512.726
EU27_2020,WASTEMUN,KG_CAP,2007,517.025
EU27_2020,WASTEMUN,KG_CAP,2008,517.194
EU27_2020,WASTEMUN,KG_CAP,2009,509.239
EU27_2020,WASTEMUN,KG_CAP,2010,502.158
EU27_2020,WASTEMUN,KG_CAP,2011,498.136
EU27_2020,WASTEMUN,KG_CAP,2012,486.36
EU27_2020,WASTEMUN,KG_CAP,2013,477.984
EU27_2020,WASTEMUN,KG_CAP,2014,477.982
EU27_2020,WASTEMUN,KG_CAP,2015,480.521
EU27_2020,WASTEMUN,KG_CAP,2016,493.331
EU27_2020,WASTEMUN,KG_CAP,2017,499.195
EU27_2020,WASTEMUN,KG_CAP,2018,499.705
EU27_2020,WASTEMUN,KG_CAP,2019,503.662
EU27_2020,WASTEMUN,KG_CAP,2020,520.845
EU27_2020,WASTEMUN,KG_CAP,2021,529.594
AZE,WASTEMUN,KG_CAP,2000,134.793
AZE,WASTEMUN,KG_CAP,2001,153.103
AZE,WASTEMUN,KG_CAP,2002,221.449
AZE,WASTEMUN,KG_CAP,2003,223.225
AZE,WASTEMUN,KG_CAP,2004,208.505
AZE,WASTEMUN,KG_CAP,2005,202.513
AZE,WASTEMUN,KG_CAP,2006,179.498
AZE,WASTEMUN,KG_CAP,2007,183.704
AZE,WASTEMUN,KG_CAP,2008,164.228
AZE,WASTEMUN,KG_CAP,2009,175.775
AZE,WASTEMUN,KG_CAP,2010,174.187
AZE,WASTEMUN,KG_CAP,2011,190.298
AZE,WASTEMUN,KG_CAP,2012,173.632
AZE,WASTEMUN,KG_CAP,2013,173.8
AZE,WASTEMUN,KG_CAP,2014,139.09
AZE,WASTEMUN,KG_CAP,2015,155.625
AZE,WASTEMUN,KG_CAP,2016,159.379
AZE,WASTEMUN,KG_CAP,2017,156.48
AZE,WASTEMUN,KG_CAP,2018,172.962
AZE,WASTEMUN,KG_CAP,2019,197.601
AZE,WASTEMUN,KG_CAP,2020,230.142
AZE,WASTEMUN,KG_CAP,2021,250.461
BLR,WASTEMUN,KG_CAP,2004,239.527
BLR,WASTEMUN,KG_CAP,2005,254.691
BLR,WASTEMUN,KG_CAP,2006,276.849
BLR,WASTEMUN,KG_CAP,2007,271.097
BLR,WASTEMUN,KG_CAP,2008,306.83
BLR,WASTEMUN,KG_CAP,2009,338.317
BLR,WASTEMUN,KG_CAP,2010,379.174
BLR,WASTEMUN,KG_CAP,2011,394.788
BLR,WASTEMUN,KG_CAP,2012,384.578
BLR,WASTEMUN,KG_CAP,2013,379.904
BLR,WASTEMUN,KG_CAP,2014,384.042
BLR,WASTEMUN,KG_CAP,2015,384.986
BLR,WASTEMUN,KG_CAP,2016,390.807
BLR,WASTEMUN,KG_CAP,2017,391.579
BLR,WASTEMUN,KG_CAP,2018,391.447
BLR,WASTEMUN,KG_CAP,2019,391.235
BLR,WASTEMUN,KG_CAP,2020,422.515
BLR,WASTEMUN,KG_CAP,2021,414.505
GEO,WASTEMUN,KG_CAP,2007,218.868
GEO,WASTEMUN,KG_CAP,2008,225.533
GEO,WASTEMUN,KG_CAP,2009,228.263
GEO,WASTEMUN,KG_CAP,2015,205.429
GEO,WASTEMUN,KG_CAP,2016,230.781
GEO,WASTEMUN,KG_CAP,2017,244.466
GEO,WASTEMUN,KG_CAP,2018,259.098
GEO,WASTEMUN,KG_CAP,2019,263.763
GEO,WASTEMUN,KG_CAP,2020,258.45
MDA,WASTEMUN,KG_CAP,2000,49.746
MDA,WASTEMUN,KG_CAP,2001,48.457
MDA,WASTEMUN,KG_CAP,2002,50.893
MDA,WASTEMUN,KG_CAP,2003,51.191
MDA,WASTEMUN,KG_CAP,2004,54.454
MDA,WASTEMUN,KG_CAP,2005,58.138
MDA,WASTEMUN,KG_CAP,2006,63.066
MDA,WASTEMUN,KG_CAP,2007,84.479
MDA,WASTEMUN,KG_CAP,2008,102.587
MDA,WASTEMUN,KG_CAP,2009,108.86
MDA,WASTEMUN,KG_CAP,2010,115.467
MDA,WASTEMUN,KG_CAP,2011,120.258
MDA,WASTEMUN,KG_CAP,2012,124.258
MDA,WASTEMUN,KG_CAP,2013,139.478
MDA,WASTEMUN,KG_CAP,2014,152.235
MDA,WASTEMUN,KG_CAP,2015,155.654
MDA,WASTEMUN,KG_CAP,2016,175.417
MDA,WASTEMUN,KG_CAP,2017,185.976
MDA,WASTEMUN,KG_CAP,2018,181.963
MDA,WASTEMUN,KG_CAP,2019,199.445
MDA,WASTEMUN,KG_CAP,2020,226.17
MDA,WASTEMUN,KG_CAP,2021,251.053
UKR,WASTEMUN,KG_CAP,2010,213.767
UKR,WASTEMUN,KG_CAP,2011,227.535
UKR,WASTEMUN,KG_CAP,2012,305.641
UKR,WASTEMUN,KG_CAP,2013,320.06
UKR,WASTEMUN,KG_CAP,2014,238.061
UKR,WASTEMUN,KG_CAP,2015,255.472
UKR,WASTEMUN,KG_CAP,2016,257.901
UKR,WASTEMUN,KG_CAP,2017,252.393
UKR,WASTEMUN,KG_CAP,2018,266.772
UKR,WASTEMUN,KG_CAP,2019,266.736
